EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
626063,HALL CO.,TURKEY,05/23/2016,2034,EF3,0,0,150000,0,TX,CST-6, ,104502,C,191,LUB,0,0,NWS Storm Survey, ,9.19,800,11,SE,2,ESE,TURKEY,34.3133,-100.7257,34.3935,-100.8542,"This is the continuation path of the tornado that began in northern Motley County. A significant tornado tracked northwest across rural southwest Hall County before narrowing and later dissipating about 1.5 miles east of Turkey at 2106 CST. Storm spotters indicated this large tornado was rain wrapped as it approached Turkey.||A NWS storm damage survey rated this tornado as EF-3.  Although damage indicators were sparse in this part of Hall County, the wind estimate was derived from several steel pylons supporting electrical lines that were bent to the ground from winds estimated in the range of 135 to 140 mph. Additionally, there were trees blown over and uprooted as viewed from a distance along the nearest roadway. However, the survey team was unable to survey this damage due to flooded roads and a limited road network.||The development of this tornado and its unusual northwest motion were likely the result of a northward-moving outflow boundary tied to a left moving supercell that earlier impacted Matador (Motley County).  Radar data indicate tornadogenesis occurred shortly after this outflow boundary impinged on the supercell.",A second consecutive afternoon and evening of scattered thunderstorms developed along an active dryline. Thunderstorms initially developed across the eastern South Plains and quickly became severe under an extremely unstable atmosphere. Storms slowly moved into the Rolling Plains with Hall County sustaining much of the damage reported on the evening of the 23rd. A significant tornado was observed in Motley and Hall Counties from 2030 CST to 2106 CST associated with a slow moving thunderstorm. This half mile wide EF3 tornado damaged steel pylons supporting electric lines in Hall County. The tornado had an erratic motion moving from the southeast to northwest before dissipating a few miles east of Turkey (Hall County).,46
640996,FORD CO.,BLOOM,05/24/2016,1655,EF3,0,1,0,0,KS,CST-6, ,106557,C,57,DDC,0,0,NWS Storm Survey, ,14.7,675,13,W,7,SSW,HOWELL,37.5031,-100.1355,37.6862,-100.2077,"Family took shelter in an underground unit and was able to survive.  The modular home was completely destroyed.  Two vehicles were thrown about 150 yards.  Another truck was carried, rolled, thrown with the bed located 1200 yards from the original location.  The two occupants in the home destroyed were in a reinforced concrete bunker but one received minor injuries when a piece of pipe was driven into the wall breaking out concrete.  The steal rebar prevented the chunk of pipe from penetrating into the individual.  Visually at one point this tornado appeared to be strong enough to cause EF4 damage.","Severe thunderstorms erupted during the late afternoon ahead of a dry line.  Numerous tornado producing supercell thunderstorms were observed.  Dodge City, although with parts damaged by a tornado, escaped a major disaster as tornadoes near that location moved north and northwest, instead of moving northeast (as dictated by the upper steering winds).",47
641014,NESS CO.,BEELER,05/24/2016,1719,EF3,0,0,0,0,KS,CST-6, ,106557,C,135,DDC,0,0,NWS Storm Survey, ,8.52,300,12,SSE,8,SSE,LAIRD,38.2619,-100.1344,38.3348,-100.0077,This tornado moved out of Hodgeman County at 17:19 CST and produced EF3 damage at a farm.  The most severe damage was done to trees in a draw or old creek bottom.,"Severe thunderstorms erupted during the late afternoon ahead of a dry line.  Numerous tornado producing supercell thunderstorms were observed.  Dodge City, although with parts damaged by a tornado, escaped a major disaster as tornadoes near that location moved north and northwest, instead of moving northeast (as dictated by the upper steering winds).",48
641244,FORD CO.,(DDC)DODGE CITY ARPT,05/24/2016,1807,EF3,0,0,0,0,KS,CST-6, ,106557,C,57,DDC,0,0,NWS Storm Survey, ,1.9,150,8,NW,9,NNW,(DDC)DODGE CITY ARPT,37.8614,-100.0489,37.8838,-100.0301,"This tornado developed and intensified very rapidly.  It was witnessed by an off duty NWS employee along with numerous chasers, law enforcement personnel and storm spotters.  It developed just southwest of the county landfill and destroyed the landfills office and shop, producing EF3 damage at point.  Fortunately no one was at the facility at the time as it had closed for the day.","Severe thunderstorms erupted during the late afternoon ahead of a dry line.  Numerous tornado producing supercell thunderstorms were observed.  Dodge City, although with parts damaged by a tornado, escaped a major disaster as tornadoes near that location moved north and northwest, instead of moving northeast (as dictated by the upper steering winds).",49
641261,HODGEMAN CO.,JETMORE,05/24/2016,1811,EF3,0,0,0,0,KS,CST-6, ,106557,C,83,DDC,0,0,NWS Storm Survey, ,4.8,700,11,NW,15,NNW,JETMORE,38.1961,-100.0382,38.2616,-100.0515,"This tornado moved north and northwest passing into Ness County at 18:22 CST.  Unfortunately it heavily damaged a farm that was also struck by a large tornado on March 28, 2007.  A stock trailer was carried 1.7 miles from it's original resting location at the farm.  Other heavy machinery was carried well over a mile.","Severe thunderstorms erupted during the late afternoon ahead of a dry line.  Numerous tornado producing supercell thunderstorms were observed.  Dodge City, although with parts damaged by a tornado, escaped a major disaster as tornadoes near that location moved north and northwest, instead of moving northeast (as dictated by the upper steering winds).",50
641258,EDWARDS CO.,CENTERVIEW,05/24/2016,1900,EF3,0,0,0,0,KS,CST-6, ,106557,C,47,DDC,0,0,NWS Storm Survey, ,8.3,1100,3,N,4,W,BELPRE,37.8645,-99.2707,37.9473,-99.1692,"This particularly large tornado damaged a home, trees, feed bunkers and pivot irrigation sprinklers.","Severe thunderstorms erupted during the late afternoon ahead of a dry line.  Numerous tornado producing supercell thunderstorms were observed.  Dodge City, although with parts damaged by a tornado, escaped a major disaster as tornadoes near that location moved north and northwest, instead of moving northeast (as dictated by the upper steering winds).",51
626910,OTTAWA CO.,NILES,05/25/2016,1807,EF3,0,3,0,0,KS,CST-6, ,104664,C,143,TOP,0,0,NWS Storm Survey, ,3.48,100,3,NE,6,ENE,NILES,38.9955,-97.4365,38.9981,-97.3718,The 26 mile long violent tornado began 1-2 miles NNE of Niles Kansas and destroyed 2 homes in Ottawa county before crossing into Dickinson county.  The tornado produced high end EF3 damage in extreme eastern Ottawa county.  Only 3 minor injuries were reported but none requiring a trip to the hospital.,One supercell thunderstorm developed over Ottawa county around 5pm on May 25th. That storm went on to produce 4 documented tornadoes including a 26 mile long violent EF4 tornado that was on the ground for around 90 minutes.  Most of the damage was done in Dickinson County Kansas where 20-25 homes were damaged or destroyed. The supercell thunderstorm continued into Morris and Wabaunsee counties where it produced 2 more tornadoes before dissipating that evening.,52
626912,DICKINSON CO.,SOLOMON,05/25/2016,1820,EF4,0,5,0,0,KS,CST-6, ,104664,C,41,TOP,0,0,NWS Storm Survey, ,21.61,900,5,N,3,ESE,CHAPMAN,38.9917,-97.3713,38.9557,-96.9717,The long track violent tornado began 1-2 miles NNE of Niles Kansas and destroyed 2 homes in Ottawa county before crossing into Dickinson county north of Solomon.  The tornado tracked 2-3 miles north of the city of Abilene following a meandering path approximately east along 2700 avenue in Dickinson county before veering southeast and crossing interstate 70 approx. 2 miles west of the city of Chapman.  The tornado then moved ESE and then east along a path around 1 mile south of Chapman destroying 1 farmstead and several other homes in the area.  The worst damage was done to a farmstead 1 mile southwest of Chapman along old highway 40 where the home was destroyed and all outbuildings were blown away.  The sub floor of the home was removed from a bolted sill plate and the poured concrete foundation was cracked on the south side exposing the rebar where the strongest forces from the lifting structure occurred as it was being removed and blown away likely occurred.  Much of the brick facade of the home did remain where it fell around the structure however so the area was not swept clean. Winds approaching 200 mph were likely in this area while a woman home at the time took shelter in the basement and was ok with only superficial injuries.  The approximate number of minor injuries was 5 reported to NWS however none required a hospital visit.  Photos of the damage are available off of the NWS damage assessment toolkit website at https://apps.dat.noaa.gov/StormDamage/DamageViewer/ .,One supercell thunderstorm developed over Ottawa county around 5pm on May 25th. That storm went on to produce 4 documented tornadoes including a 26 mile long violent EF4 tornado that was on the ground for around 90 minutes.  Most of the damage was done in Dickinson County Kansas where 20-25 homes were damaged or destroyed. The supercell thunderstorm continued into Morris and Wabaunsee counties where it produced 2 more tornadoes before dissipating that evening.,53
638068,FALLON CO.,BAKER ARPT,06/11/2016,1754,EF3,0,7,1500000,0,MT,MST-7, ,105386,C,25,BYZ,0,0,Public, ,3,200,4,S,1,SE,BAKER,46.31,-104.25,46.36,-104.27,"The pre-storm environment for eastern Montana was such that severe weather was likely. Surface dew point values in the Baker area were in the lower 60s with strong southeasterly flow converging in the vicinity of a stationary surface trough. This area of strong surface convergence, which also separated moist rich air to the east and drier air to the west, played a critical role in the development of this short-lived tornado. ||Although no fatalities occurred , seven injuries, some requiring hospitalization, resulted from the tornado. Two homes were totally destroyed and 40 to 50 more sustained excessive damage. The city blocks located between South 5th Street East and South 10th Street East intersected by Texas Avenue were hit the hardest and sustained the most damage. Many power poles were broken resulting in power lines down and power outages. Single tree trunks were described to look like match sticks as they were stripped of all branches and leaves. ||Over 70 personnel came with boots on the ground from the surrounding tri-state area. The communities of Plevna, Ekalaka, and Wibaux, Montana, Marmarth, Rhame, Bowman and Beach, North Dakota, as well as Ludlow, South Dakota responded shortly after the tornado.  ||At the mesoscale level (2 to 2000 km in space), the interaction of pre-existing convergence zones or boundaries can serve as areas of storm development or enhancement. In some cases, pre-existing thunderstorms interacting with a boundary of converging surface winds can rapidly develop short-lived tornadoes with very little precursor indication from weather radar. The time scale of these events typically is on the order of a few minutes (0-10 minutes). ||In the case of the thunderstorms near Baker on Saturday, June 11th, evidence of these types of boundaries was observed.","A moist southeast surface flow resulting in 50 to 60 degree dewoints along with strong deep shear combined with a strong mid-level speed max were centered over eastern Montana. As a result, severe thunderstorms developed across Rosebud, Custer and Fallon Counties. These thunderstorms produced very large hail, damaging wind gusts, as well as a tornado.",54
635465,GREENWOOD CO.,TETERVILLE,07/07/2016,2010,EF3,0,0,100000,10000,KS,CST-6, ,105867,C,73,ICT,0,0,NWS Storm Survey, ,4.19,1144,5,SSW,7,NW,EUREKA ARPT,37.96,-96.45,37.9219,-96.3901,"The tornado touched down in open country and then moved southeast.  Towards the end of the tornadoes life, a home was hit and completely destroyed with all walls being compromised.  The walls were not adequately secured to the foundation, therefore, a lower rating was provided.  Otherwise, significant tree damage including snapped trunks were widespread along the river valley.  A corn crop was also completely decimated.  The odd track is due to this mesocyclone dissipating and a new one developing to the southeast and it became influenced by the airflow around the new circulation.  This carousal affect also led to such a wide damage path near the end of its life.","A lone supercell thunderstorm developed over southeastern Chase county on the evening of July 7th, 2016. The supercell rapidly became tornadic, initially producing a  brief tornado touchdown (EF0) in southeast Chase County.  The supercell continued to move to the southeast, producing 2 different tornado damage paths across Greenwood county. The first Greenwood county tornado was an EF3, which is only the 5th such strong tornado to occur in Kansas during the month of July since 1950. The second Greenwood county tornado, moved northwest to southeast, through the town of Eureka, producing EF2 damage.  The supercell produced another brief touchdown (EF0) in open country in Wilson county.",55
658562,HOWARD CO.,KOKOMO RUZICKA ARPT,08/24/2016,1420,EF3,0,20,10000000,0,IN,EST-5, ,109512,C,67,IND,0,0,NWS Storm Survey, ,8.63,300,2,NNW,0,SW,VERMONT,40.4613,-86.1884,40.499,-86.0319,"This EF-3 tornado, with maximum wind speeds of 152 mph, caused significant structural damage to homes and businesses across the south side of Kokomo. A Starbucks building was destroyed near Markland Mall. According to WTHR13, at least 80 homes were destroyed. Out of the 1,000 total homes damaged, about 170 of them sustained major damage. Much of the Park Place Apartments were damaged or destroyed. Numerous trees were downed as well.","Multiple supercell thunderstorms produced a total of 7 tornadoes across central Indiana on August 24th. Significant damage occurred in Kokomo, where 20 people suffered injuries. There were no fatalities from this event. The 7 tornadoes ratings were: 1 EF-3, 1 EF-2, 2 EF-1s and 3 EF-0s.||Four additional tornadoes were reported in northern Indiana.",56
655274,ALLEN CO.,MILAN CENTER,08/24/2016,1627,EF3,0,0,0,0,IN,EST-5, ,109471,C,3,IWX,0,0,NWS Storm Survey, ,5.16,500,2,E,3,SSE,GEORGETOWN,41.1475,-84.9187,41.1953,-84.8425,"The tornado touched down roughly 1/4 mile northeast of the intersection of Doty Road and Roberts Road in a crop field. The tornado tracked generally in a northeasterly direction causing extensive structural damage to homes, barns, trees, and crops throughout the entirety of the path. A poorly anchored home was wiped off its foundation (DI: FR12 DOD: 9). A two-story barn, anchored with re-bar bolts, was leveled and the debris carried upwards of a quarter mile northeast of the original location. One vehicle in the barn was pulled out and severely damaged with two others parked nearby suffering damage from debris. A combine was mangled on the property, with a small dump truck thrown and bent as well as a  Lincoln Town Car carried over a quarter mile and dropped into a field. Drone footage showed extensive scouring of corn and a well defined path that extended for several miles. Maximum winds are estimated at 160 mph. The vehicle and farm equipment being carried or twisted may warrant higher speeds, but there are presently no Damage Indicators to rate these.","A unique combination of extreme low level moisture and a passing upper level disturbance provided the trigger for severe storms. Even though the clouds remained in place for most of the day and it did not get very warm, there was just enough instability to allow storms to develop. There was also a high degree of shear in the lowest levels of the atmosphere, which allowed multiple tornadoes to form. No other forms of severe weather occurred during the event.",57
649103,TRAILL CO.,TAFT,08/27/2016,1702,EF3,0,0,0,0,ND,CST-6, ,108195,C,97,FGF,0,0,NWS Storm Survey, ,3,300,3,NNW,3,NNE,HILLSBORO,47.49,-97.1,47.4334,-97.0495,"The tornado destroyed a two car garage and snapped or uprooted numerous trees northwest of the Taft elevator. It crossed Interstate 29 near Taft and tore down filled grain bins, elevator legs, and tore the roofing off the office. It then tore the roof off and caved in the walls of a well built home east of the elevator complex. Peak winds were estimated at 140 mph.","By the afternoon of August 27th, temperatures across most of the area had risen into the 70s, along with dew points around 60 F. A fairly strong upper level disturbance also moved into the area. Thunderstorms broke out over the southern Red River Valley in the early afternoon, then expanded north and east through the rest of the afternoon and early evening. The thunderstorms mainly dropped large hail, but a few tornadoes also occurred.",58
656435,SALINE CO.,GYPSUM,10/06/2016,1519,EF3,0,0,0,0,KS,CST-6, ,109630,C,169,ICT,0,0,Trained Spotter, ,6.48,140,6,NNW,5,ESE,NEW CAMBRIA,38.7815,-97.4704,38.8596,-97.4039,A manufactured double wide home which was held down by straps was completely lifted and destroyed. Additionally a jeep was rolled approximately 200 yards; there was damage to other farm equipment which was tossed from their original locations.  Another homestead received significant tree damage along the path.  All farm machinery was thrown across the property.  Of significance was a combine that was rolled about 75 yards.,"An unseasonably warm moist airmass was in place across the southern and central Plains on Thursday, October 6th, 2016. Storms developed over southeast and south central Kansas during the early afternoon hours along a weak outflow boundary. These storms produced three tornadoes over Cowley County, and with another brief tornado near Strother Field. Another very brief tornado touchdown was noted in Labette County near Bartlett. Straight line wind damage from one of the storms occurred in Allen County. Additional storms developed along a cold front that was surging east. A supercell thunderstorm developed along this feature and produced two tornadoes in eastern Saline County. In addition to the tornadoes, numerous rounds of storms resulted in very heavy rainfall across mainly southeast Kansas causing flash flooding.  Several water rescues were performed along with homes being flooded in Allen County.",59
661844,MORGAN CO.,DANVILLE,11/29/2016,2040,EF3,0,0,0,0,AL,CST-6, ,110879,C,103,HUN,0,0,NWS Storm Survey, ,6.2,175,2,NNW,1,SSE,BASHAM,34.4406,-87.0913,34.5043,-87.0147,"The tornado first touched down along Danville Road just east of the Lawrence County line. In this area, trees were snapped and uprooted. Minor damage was noted to a shed here. The tornado then moved northeast and strengthened as it crossed the intersection of Maddox Road and Johnson Chapel Road. Here hardwood trees were snapped near the base and a home suffered significant roof and structural damage.||Along northwest Maddox Road several homes sustained significant structural damage. One home had the roof and a large section of the wall blown out. The residents of the home rode the storm out safely in the interior most hallway. Several power poles were snapped at the base. Damage here was consistent with very high end EF-2 damage.||The tornado once again crossed Danville Road causing structural damage to several buildings including a multi-story home. Significant roof uplift was noted in this location. A large industrial garage in this area was also destroyed. A convenience store nearby suffered damage, and the owner's family received warning alerts and took shelter in an interior hallway to ride out the storm.||The tornado then approached Neel School Road causing significant damage in and around the Neel Volunteer Fire Department. The roof was nearly completely taken off the fire department and large metal trusses were bent at this facility. A nearby large building was obliterated and other well built structure had its roof and supports taken off.||As the tornado moved northeast, it cross Singleton Road impacting more structures. Several homes sustained structural damage, mainly roof damage. One very large building was completely destroyed with another sustaining near collapse. The tornado then reached its maximum intensity as it crossed Boys Ranch Road on the eastern edge of Bogar Loop.||Here a home suffered complete roof loss and partial wall collapse. An anchored mobile home was obliterated with the contents thrown over 100 yards. A motor cycle repair shop that included an anchor bolted large shop building was nearly wiped clean with motorcycles thrown or rolled large distances. An SUV parked here was thrown and then rolled about 75 yards. Damage here was consistent with lower end EF-3 damage at 140 mph.||The tornado then crossed mostly rugged, hilly and rural terrain downing trees as it began to slowly wind down in intensity. The tornado then once again crossed Danville Road north of McCleskey producing widespread tree damage. Here very large hardwood trees were snapped near the based and uprooted. A home here sustained damage to the roof and also damage due to falling trees. A large shed/outbuilding here was destroyed. As the tornado crossed Herring Road it produced damage to a roof on a conventional home and also significant roof and structural damage to|a mobile home. On the northeast side of Herring Road minor tree damage was noted as the tornado finally lifted.","A tornado outbreak occurred during the evening hours of the 29th into the early morning hours of the 30th.  A very mild and unstable air mass was in place along with a strong southwesterly upper level jet.  These ingredients combined with a cold front and pre-frontal trough sweeping from west to east across the area sparked scattered supercell thunderstorms during the evening, a few of which were tornadic.  This was followed by a quasi-linear convective system (QLCS) that occurred with the trough, which also was responsible for severe weather.  Beneficial rainfall occurred with this system with 2-5 inches reported.  Some of the rainfall fell fast enough to produce brief flash flooding in the Florence area during the evening.",60
665863,DEKALB CO.,IDER,11/30/2016,9,EF3,1,9,0,0,AL,CST-6, ,110879,C,49,HUN,0,0,NWS Storm Survey, ,8.36,206,2,WNW,6,NNE,SULPHUR SPGS,34.7298,-85.704,34.78,-85.57,"The assessment team was able to connect the previous Rosalie track to the Ider track after observing significant roof damage to single family home with complete destruction to a barn on the property near the intersection of CR-345 and CR-78. Additional points were added along CR-330 to CR-117 (DeKalb Co.) after the team recorded snapped softwood and hardwood trees and damage to a large anchored shed.||Significant damage was observed from the tornado along CR-117 and CR-159. Numerous hardwood and softwood trees were either uprooted or snapped at the |trunk along CR-117 leading up to CR-159. The strongest winds of this tornado were recorded near this location. A one story day care center was completely destroyed and blown off its foundation. Preliminary info recorded 10 injuries at this location. The damage assessment team noted the structure was bolted the foundation, however the floor plates connecting to the foundation were observed to have some degree of degradation. This led to a preliminary assessment of a tornado of EF-3 strength with winds approximately 145 mph. *Update: of the 10 injuries, one individual has since passed away on 2/8/17. ||Between CR-117 and AL-75 in DeKalb County, numerous chicken farms were completely destroyed along. Several homes in the area sustained significant roof damage and two anchored mobiles homes were observed to have rolled. One unanchored mobile home was completely destroyed with scattered debris. ||Finally, the team traveled along CR-792 in the Deer Head Cove area (near the AL/GA|state line) and observed complete destruction to a well anchored and large metal |shed. Winds were estimated to be 111 MPH at this location. Numerous soft wood pine trees were snapped or uprooted up to the AL/GA state line. The team traveled into|nearby Dade County, observed minor debris, but no damage.","A tornado outbreak occurred during the evening hours of the 29th into the early morning hours of the 30th.  A very mild and unstable air mass was in place along with a strong southwesterly upper level jet.  These ingredients combined with a cold front and pre-frontal trough sweeping from west to east across the area sparked scattered supercell thunderstorms during the evening, a few of which were tornadic.  This was followed by a quasi-linear convective system (QLCS) that occurred with the trough, which also was responsible for severe weather.  Beneficial rainfall occurred with this system with 2-5 inches reported.  Some of the rainfall fell fast enough to produce brief flash flooding in the Florence area during the evening.",61
662323,POLK CO.,OCOEE,11/30/2016,228,EF3,2,0,0,0,TN,EST-5, ,110978,C,139,MRX,0,0,NWS Storm Survey, ,4.6,155,1,S,1,S,BENTON,35.1109,-84.7264,35.1598,-84.6711,The tornado formed south of Ocoee with several large trees snapped. It strengthened to an EF-2 and moved north northeast and collapsed a cell phone tower. It quickly increased to an EF-3 and heavily damaged a post office. Several more buildings were heavily damaged along with some manufactured homes. Two fatalities occurred in the manufactured housing. Twenty other people were injured in this area. The tornado weakened to an EF-0 as it moved northeast towards Benton. It snapped off the tops of a few pine trees.,"A strong upper level system moved through the Eastern United States late Tuesday into early Wednesday. The associated surface low pressure system pressed north northeast from the Lower Mississippi across the Mid South on its way across the Lower Ohio Valley. While there were reports of damaging straight line wind with some of the thunderstorms generated ahead of the system cold front, the main and concentrated areas of damage were associated with tornadic supercell thunderstorms. The supercell storms developed in an area of strong shear and sufficient; albeit weak instability. Tornadoes formed in a zone favorable to rotating thunderstorm updrafts just north of a warm frontal boundary across the Tennessee Valley of Alabama northeast through Southeast Tennessee. Three tornadoes developed during the early morning hours on Wednesday, November 30th; impacting McMinn, Polk, Marion, and Sequatchie counties.",62
676496,FORREST CO.,BONHOMIE,01/21/2017,347,EF3,4,56,9000000,49500,MS,CST-6, ,113058,C,35,JAN,0,0,NWS Storm Survey, ,14.13,900,2,WSW,2,E,MACEDONIA,31.2738,-89.3478,31.384,-89.1461,"This tornado began along Purvis-Oloh Road, about 5 miles west northwest of Purvis. It tracked northeast across portions of Lamar County causing mainly tree damage, uprooting and snapping softwood and hardwood trees. It caused some minor to moderate structural damage as well. The tornado crossed Old Highway 11, continuing to cause mainly tree damage, although at least a few structures were also damaged. The tornado began to gain strength as it reached Slade Road, where some homes received roof damage. As the tornado crossed Sullivan Kilrain Road, additional homes received significant roof and structural damage, especially on Carter Circle and Tatum Camp Road. Comprehensive assessments from Lamar County emergency management officials count 26 homes in the county being destroyed or with major damage and 52 homes receiving minor damage. The tornado continued to gain strength as it crossed into Forrest County. There it struck a subdivision along Nellwood Drive, Lakeland Drive and Crestwood Drive and caused significant damage to many homes. Several homes received significant roof and structural damage. One home sustained significant damage and also was the site of one of the fatalities. As the tornado continued to track northeast, it caused extensive tree damage and powerline damage. It struck a church along Helveston Road, which suffered damage to the top floor. As the tornado approached William Carey College, it intensified to EF3 strength, causing damage to numerous buildings on campus. The tornado then affected a mobile home park, downing trees and causing damage to mobile homes. Here, two more fatalities occurred. It then caused structural damage to several homes, churches and businesses on James Street and Alcorn Road. Another fatality occurred on Alcorn Road, when a tree fell on a home. The tornado continued to track northeast, crossing the Leaf River and headed into Petal. Here the tornado got very wide and continued to cause EF2 type damage to businesses along Main Street and into the neighborhoods on the southern side of the city. Extensive tree damage occurred and countless homes had minor to major roof damage in the neighborhood south of Hillcrest Loop. As the tornado reached Sun Circle, it intensified to EF3 strength again and caused significant damage to a few homes as well as moderate damage to many homes in the neighborhood. Beyond the subdivision along Sun Circle, the tornado caused tree damage again before reaching Evelyn Gandy|Parkway. It caused structural damage to an AT&T store by lifting the roof of the strip mall. It caused additional roof damage to several homes and a church along the Parkway as well as along Springridge Road and Corinth Road. As the tornado tore across Shawnee Trail, it caused impressive tree damage, which included snapping and uprooting hardwood and softwood trees. As the tornado tracked just south of|HDR Lane, it took down two metal electrical transmission lines. The tornado then destroyed a house along Macedonia Road, as well as causing additional roof to other homes and taking down numerous trees. Additional impressive tree damage occurred along Old Richton Road and Tyroby Lane. The tornado continued to down trees as it|tracked across Old Richton Road into Perry County. Comprehensive assessments from Forrest County emergency management officials count 499 homes in the county being destroyed or with major damage and 632 homes receiving minor damage.||The tornado path length in just Lamar and Forrest counties was 24.2 miles, although the entire path of the tornado in total was 31.3 miles. Along the entire tornado path the total number of homes destroyed or receiving major damage is estimated to be 531 with the number of homes having minor damage estimated at 689. Maximum estimated winds were 145 mph. The maximum path width was 900 yards, which occurred in the Petal area of Forrest County. This tornado affected a large number of forested areas. Approximately 1570 forested acres were damaged, with 1453 acres being privately owned. In total, 4320 acres were damaged from this tornado. The total economic impact was $410,784 in Lamar, Forrest and Perry counties. 777 total acres were damaged in Lamar County, and 400 in Forrest.","Two rounds of severe weather impacted the ArkLaMiss region - one beginning shortly after midnight on the morning of January 21st and ending shortly before daybreak. The round of storms began during the evening hours on the 21st and ended just before midnight. During the early morning event, areas south of I-20 in Mississippi were impacted. Most notably, an EF-3 tornado tracked through Lamar and Forrest counties, killing four people in Hattiesburg and injuring over 50 others. In addition, damaging winds, large hail and flash flooding occurred in other areas across south Mississippi. The evening event impacted a larger proportion of the ArkLaMiss, and brought wind damage as well as large hail and a strong tornado.",63
673054,BROOKS CO.,SAND HILL,01/22/2017,329,EF3,2,0,500000,0,GA,EST-5, ,112358,C,27,TAE,0,0,NWS Storm Survey, ,6.34,700,4,ENE,3,NNE,BARNEY,30.9998,-83.5841,31.0351,-83.4852,"This was the second tornado to touch down from the same parent tornado that impacted Thomas and northwest Brooks Counties. The tornado touched down at EF-1 strength in northern Brooks County near Georgia Route 122 just west of the Moultrie Highway, snapping trees along the highway. Near the intersection of Georgia Route 133, or the Valdosta Highway, the tornado strengthened to EF-3 blowing out two of the four concrete walls of a small business building. Max winds were estimated near 140 mph.  A short distance later, the tornado flipped a strapped-down double wide mobile home and tossed it about 100 feet into a drainage ditch and across Route 122. Two people inside the home were killed. Several nearby trees had their bark stripped off. The tornado then crossed Georgia Route 76 at EF-3 strength and ripped about a third of the second story from a well-built brick home. A short distance up the road, the tornado shifted a wood-framed home about 12 feet off its foundation while removing its second story.  This tornado then continued into Cook and Berrien counties.  Damage cost was estimated.","A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.",64
